trial_id,creation_date,start_date,completion_date,state,dev_test_combo,iterations,coord_interval,influence_tuning_batch_size,influence_tuning_epochs,influence_tuning_lr,num_train_epochs,seed
m4ic3sqqu6,2021-05-12 01:59:18.465056,2021-05-12 01:59:42.000000,2021-05-12 12:42:49.563833,COMPLETED,62083.612,,25,64,5,0.00003,20,2021
hnzn6snph3,2021-05-12 09:49:30.030214,2021-05-12 09:49:39.000000,2021-05-12 12:33:35.514967,COMPLETED,80000.79,,50,16,5,0.000003,10,2022
5q5k38p7sj,2021-05-11 23:13:28.335801,2021-05-12 01:45:28.000000,2021-05-12 12:27:17.432757,COMPLETED,76250.786,,25,4,10,0.000003,10,2025
3taqeviaw9,2021-05-12 08:56:08.034609,2021-05-12 09:42:54.000000,2021-05-12 12:26:57.037705,COMPLETED,50000.5,,50,4,5,0.00003,10,2024
4b9xpvfbgd,2021-05-12 12:22:33.488423,2021-05-12 12:22:53.000000,,RUNNING,,,25,16,10,0.00001,20,2024
ed4b99qeg4,2021-05-12 02:04:05.366857,2021-05-12 02:04:26.000000,2021-05-12 12:22:24.251676,COMPLETED,75208.772,,50,4,10,0.00001,20,2021
ka45xqzvzh,2021-05-11 21:19:37.954108,2021-05-12 00:53:50.000000,2021-05-12 11:46:51.612272,COMPLETED,73333.738,,25,4,5,0.000001,20,2025
2n5r9dw4mk,2021-05-12 06:10:18.493393,2021-05-12 06:11:53.000000,2021-05-12 11:43:00.715912,COMPLETED,50000.5,,25,4,5,0.00003,10,2024
aq8sb4zs6h,2021-05-12 06:37:27.871552,2021-05-12 06:37:32.000000,2021-05-12 11:40:24.850068,COMPLETED,77708.792,,50,64,10,0.00001,10,2023
u3tpkkutm7,2021-05-12 06:26:54.729136,2021-05-12 06:27:07.000000,2021-05-12 11:34:58.081284,COMPLETED,79583.788,,25,64,5,0.000001,10,2022
wt7vshf3vn,2021-05-12 00:49:02.578229,2021-05-12 00:49:20.000000,2021-05-12 11:18:06.593275,COMPLETED,52083.53,,50,64,10,0.00003,20,2024
wtqsnkzx5e,2021-05-12 08:29:28.021452,2021-05-12 08:29:42.000000,2021-05-12 11:17:48.151183,COMPLETED,78333.79,,50,64,5,0.00001,10,2021
4wkjup62nb,2021-05-12 00:52:33.265069,2021-05-12 00:52:52.000000,2021-05-12 11:14:49.338328,COMPLETED,77083.76,,50,16,10,0.00001,20,2023
