trial_id,creation_date,start_date,completion_date,state,dev_test_combo,iterations,coord_interval,influence_tuning_batch_size,influence_tuning_instance_dropout,influence_tuning_lr,seed
prmk8x6d6c,2021-05-12 21:11:11.017242,2021-05-12 22:14:14.000000,2021-05-12 23:03:33.697778,COMPLETED,79026.7903333333,,25,64,0.995,0.00003,2023
4ubmgmraq9,2021-05-12 19:43:49.654919,2021-05-12 22:09:35.000000,2021-05-12 22:59:21.528411,COMPLETED,90740.9024,,25,16,0.995,0.000003,2023
w89298fgng,2021-05-12 21:11:11.735566,2021-05-12 22:30:31.000000,2021-05-12 22:59:18.387757,COMPLETED,50000.5,,50,4,0.995,0.00003,2024
t8fkpcjgn6,2021-05-12 19:43:53.859134,2021-05-12 22:28:31.000000,2021-05-12 22:55:42.033617,COMPLETED,80613.8078,,50,64,0.995,0.00001,2022
jw8j3fjrdm,2021-05-12 19:43:50.205535,2021-05-12 22:25:27.000000,2021-05-12 22:53:18.600644,COMPLETED,72960.7357333333,,50,16,0.995,0.000003,2025
aj8nbiuzh2,2021-05-12 19:44:26.232701,2021-05-12 19:53:00.000000,2021-05-12 22:52:17.229518,COMPLETED,74446.7446666667,,25,4,0.98,0.000003,2025
ggmk2x9p8p,2021-05-12 19:43:52.956639,2021-05-12 21:14:58.000000,2021-05-12 22:48:11.232559,COMPLETED,81300.8152,,50,16,0.98,0.00003,2021
ckgyutaz5i,2021-05-12 19:44:08.126460,2021-05-12 21:59:01.000000,2021-05-12 22:47:59.108194,COMPLETED,63400.629,,25,64,0.995,0.00001,2025
w8usk5t8g5,2021-05-12 19:43:49.048643,2021-05-12 19:44:05.000000,2021-05-12 22:43:06.652368,COMPLETED,82866.8264,,25,64,0.98,0.000003,2025
ityn3fvmee,2021-05-12 21:06:29.262779,2021-05-12 21:06:35.000000,2021-05-12 22:40:51.362315,COMPLETED,50000.5,,50,4,0.98,0.00003,2021
skztn7pgy5,2021-05-12 19:43:52.118623,2021-05-12 21:50:06.000000,2021-05-12 22:40:19.784728,COMPLETED,72166.7192,,25,4,0.995,0.000003,2024
dn7vb7bb6j,2021-05-12 21:35:43.429603,2021-05-12 22:05:16.000000,2021-05-12 22:31:38.152341,COMPLETED,65506.6476666667,,50,16,0.995,0.000003,2021
g9pdaeyahp,2021-05-12 22:01:22.839866,2021-05-12 22:01:46.000000,2021-05-12 22:27:31.248989,COMPLETED,89720.896,,50,4,0.995,0.00003,2025
